local,genero,data,salario
"*, *, Portugal",Female,*/*/1988,$4126.56
"*, *, Portugal",Female,*/*/1988,$4302.66
"*, Rhône-Alpes, France",*,*/11/1995,$2565.78
"*, Rhône-Alpes, France",*,*/11/1995,$3770.58
"Cergy-Pontoise, Île-de-France, France",Female,*/*/*,$3374.55
"Cergy-Pontoise, Île-de-France, France",Female,*/*/*,$6872.51
"*, Québec, Canada",Male,*/*/2006,$5871.22
"*, Québec, Canada",Male,*/*/2006,$3407.45
"*, Viana do Castelo, Portugal",Male,*/*/*,$4919.65
"*, Viana do Castelo, Portugal",Male,*/*/*,$6549.93
"*, *, United States",Male,*/*/1984,$7827.47
"*, *, United States",Male,*/*/1984,$5910.48
"*, *, *",Female,*/11/1988,$7091.02
"*, *, *",Female,*/11/1988,$1348.47
"*, *, *",Female,14/10/2000,$4938.67
"*, *, *",Female,14/10/2000,$1126.55
"*, Jalisco, Mexico",Male,*/*/*,$3989.06
"*, Jalisco, Mexico",Male,*/*/*,$2587.42
"Eskilstuna, Södermanland, Sweden",Male,*/*/*,$6721.69
"Eskilstuna, Södermanland, Sweden",Male,*/*/*,$7175.98
"*, *, France",Male,*/*/2010,$1824.90
"*, *, France",Male,*/*/2010,$6336.71
"*, *, *",Female,*/08/2006,$6185.72
"*, *, *",Female,*/08/2006,$7606.13
"*, *, France",Male,*/*/2000,$4510.14
"*, *, France",Male,*/*/2000,$2851.56
"*, *, France",Female,*/*/1986,$4783.94
"*, *, France",Female,*/*/1986,$4680.61
"Louisville, Kentucky, United States",Female,*/*/*,$4117.83
"Louisville, Kentucky, United States",Female,*/*/*,$3472.73
"*, England, United Kingdom",Female,*/*/*,$3561.11
"*, England, United Kingdom",Female,*/*/*,$7166.43
"*, *, *",Female,*/10/1989,$5830.80
"*, *, *",Female,*/10/1989,$7068.52
"*, Vila Real, Portugal",Male,*/*/*,$7070.82
"*, Vila Real, Portugal",Male,*/*/*,$2106.68
"*, *, Sweden",Female,*/*/*,$2809.72
"*, *, Sweden",Female,*/*/*,$2293.48
"*, *, Portugal",Male,*/*/1998,$2381.31
"*, *, Portugal",Male,*/*/1998,$6954.30
"*, Québec, Canada",Male,*/*/*,$1994.12
"*, Québec, Canada",Male,*/*/*,$6642.44
"*, *, United States",Female,*/*/1991,$1329.70
"*, *, United States",Female,*/*/1991,$1899.31
"Lidingö, Stockholm, Sweden",Female,*/*/*,$939.87
"Lidingö, Stockholm, Sweden",Female,*/*/*,$2385.96
"*, *, Portugal",Female,*/06/1993,$4550.26
"*, *, Portugal",Female,*/06/1993,$5532.48
"*, Veracruz Llave, Mexico",Male,*/*/*,$4856.16
"*, Veracruz Llave, Mexico",Male,*/*/*,$4663.81
"*, *, Sweden",Male,*/*/*,$3003.76
"*, *, Sweden",Male,*/*/*,$3472.88
"*, Västra Götaland, Sweden",Female,*/*/2002,$6869.03
"*, Västra Götaland, Sweden",Female,*/*/2002,$4382.96
"*, Västra Götaland, Sweden",Female,*/*/*,$1919.83
"*, Västra Götaland, Sweden",Female,*/*/*,$5240.94
"*, Mexico, Mexico",*,*/12/2001,$7814.46
"*, Mexico, Mexico",*,*/12/2001,$5229.44
"*, *, France",Male,*/*/1999,$7900.09
"*, *, France",Male,*/*/1999,$5116.30
"*, *, *",Male,*/04/1984,$3349.35
"*, *, *",Male,*/04/1984,$1558.87
"*, Västra Götaland, Sweden",Female,*/*/*,$7268.00
"*, Västra Götaland, Sweden",Female,*/*/*,$6062.26
"*, Viseu, Portugal",Male,*/*/*,$4357.15
"*, Viseu, Portugal",Male,*/*/*,$7345.49
"*, *, *",Female,*/01/2000,$5737.46
"*, *, *",Female,*/01/2000,$5152.79
"*, *, *",Female,*/06/1995,$3227.73
"*, *, *",Female,*/06/1995,$5116.24
"*, Île-de-France, France",Female,*/12/2006,$5352.76
"*, Île-de-France, France",Female,*/12/2006,$2561.84
"*, Braga, Portugal",Female,*/*/*,$7482.17
"*, Braga, Portugal",Female,*/*/*,$2309.35
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$1622.32
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$6974.65
"*, *, France",Female,*/*/1990,$7279.48
"*, *, France",Female,*/*/1990,$2201.87
"*, *, Portugal",Female,*/*/2005,$4728.31
"*, *, Portugal",Female,*/*/2005,$5283.42
"*, Île-de-France, France",Male,*/05/1985,$6939.54
"*, Île-de-France, France",Male,*/05/1985,$3752.70
"Tulsa, Oklahoma, United States",Male,*/*/*,$2729.76
"Tulsa, Oklahoma, United States",Male,*/*/*,$5946.05
"*, Québec, Canada",Female,*/*/1997,$3646.85
"*, Québec, Canada",Female,*/*/1997,$4240.55
"New York City, New York, United States",Female,*/*/*,$1509.69
"New York City, New York, United States",Female,*/*/*,$2622.47
"*, *, Portugal",Female,*/*/2009,$7591.61
"*, *, Portugal",Female,*/*/2009,$1665.32
"*, *, *",Female,*/07/2000,$4762.01
"*, *, *",Female,*/07/2000,$3615.07
"*, *, France",Male,*/*/1987,$7063.28
"*, *, France",Male,*/*/1987,$2627.52
"*, California, United States",Female,*/*/*,$7942.98
"*, California, United States",Female,*/*/*,$5892.17
"*, *, Sweden",Male,*/10/2005,$7242.59
"*, *, Sweden",Male,*/10/2005,$7937.78
"*, *, *",Male,*/07/2009,$2558.15
"*, *, *",Male,*/07/2009,$6261.32
"*, Maryland, United States",Female,*/*/*,$7157.05
"*, Maryland, United States",Female,*/*/*,$1812.50
"*, *, Mexico",Female,*/*/1993,$6528.84
"*, *, Mexico",Female,*/*/1993,$2071.57
"*, *, United States",Female,*/*/2003,$6243.42
"*, *, United States",Female,*/*/2003,$1839.10
"*, Castelo Branco, Portugal",Female,*/*/*,$5772.69
"*, Castelo Branco, Portugal",Female,*/*/*,$2642.75
"*, *, Sweden",Male,*/*/1991,$1240.82
"*, *, Sweden",Male,*/*/1991,$4912.45
"*, *, Sweden",Male,*/*/2004,$4107.46
"*, *, Sweden",Male,*/*/2004,$6630.49
"*, *, *",Male,*/04/1989,$1858.90
"*, *, *",Male,*/04/1989,$996.76
"*, Västra Götaland, Sweden",*,*/*/1996,$4862.69
"*, Västra Götaland, Sweden",*,*/*/1996,$6059.58
"*, *, Sweden",Male,*/*/1990,$4682.04
"*, *, Sweden",Male,*/*/1990,$7924.89
"*, Lorraine, France",Female,*/*/*,$7595.55
"*, Lorraine, France",Female,*/*/*,$4160.18
"*, Haute-Normandie, France",*,*/*/2002,$7512.12
"*, Haute-Normandie, France",*,*/*/2002,$6889.74
"*, Ilha de São Miguel, Portugal",Male,*/*/*,$5530.59
"*, Ilha de São Miguel, Portugal",Male,*/*/*,$4964.31
"*, Ontario, Canada",Female,*/*/*,$1611.63
"*, Ontario, Canada",Female,*/*/*,$5974.55
"*, *, Portugal",Female,*/*/1985,$7982.36
"*, *, Portugal",Female,*/*/1985,$2854.38
"*, *, *",Male,*/08/2000,$4477.79
"*, *, *",Male,*/08/2000,$4095.50
"*, *, Mexico",Female,*/*/1995,$1483.52
"*, *, Mexico",Female,*/*/1995,$3667.75
"*, Lisboa, Portugal",Female,*/*/*,$3114.52
"*, Lisboa, Portugal",Female,*/*/*,$3639.38
"*, *, United States",*,*/11/1996,$6488.85
"*, *, United States",*,*/11/1996,$1031.51
"*, *, *",Female,09/10/1994,$5268.85
"*, *, *",Female,09/10/1994,$2723.11
"*, *, United States",Male,*/*/1999,$3911.50
"*, *, United States",Male,*/*/1999,$1575.72
"*, *, Portugal",Male,*/*/1982,$3783.40
"*, *, Portugal",Male,*/*/1982,$6067.37
"*, *, United States",Female,*/*/2009,$7311.26
"*, *, United States",Female,*/*/2009,$943.67
"*, Guanajuato, Mexico",*,*/*/2000,$5966.72
"*, Guanajuato, Mexico",*,*/*/2000,$7718.68
"*, Québec, Canada",Male,*/*/*,$7082.80
"*, Québec, Canada",Male,*/*/*,$4501.34
"*, Västra Götaland, Sweden",Female,*/*/*,$5126.92
"*, Västra Götaland, Sweden",Female,*/*/*,$6651.08
"*, *, Portugal",Female,*/*/2009,$3303.24
"*, *, Portugal",Female,*/*/2009,$5213.70
"*, Veracruz Llave, Mexico",Male,*/*/*,$7844.90
"*, Veracruz Llave, Mexico",Male,*/*/*,$3408.00
"*, Auvergne, France",Female,*/*/*,$2118.25
"*, Auvergne, France",Female,*/*/*,$1073.36
"*, *, United States",Male,*/04/1981,$6749.17
"*, *, United States",Male,*/04/1981,$5002.09
"*, *, Portugal",Male,*/*/1983,$4803.14
"*, *, Portugal",Male,*/*/1983,$7454.96
"*, Halland, Sweden",Female,*/*/*,$3951.59
"*, Halland, Sweden",Female,*/*/*,$4576.59
"*, Viana do Castelo, Portugal",Female,*/*/*,$4466.02
"*, Viana do Castelo, Portugal",Female,*/*/*,$5788.73
"*, Veracruz Llave, Mexico",Female,*/*/*,$7741.81
"*, Veracruz Llave, Mexico",Female,*/*/*,$6888.06
"*, Vila Real, Portugal",Female,*/*/*,$2060.75
"*, Vila Real, Portugal",Female,*/*/*,$2029.76
"*, *, United States",Male,*/10/1981,$5731.07
"*, *, United States",Male,*/10/1981,$6189.32
"*, *, *",Female,*/06/1996,$4441.41
"*, *, *",Female,*/06/1996,$2981.49
"*, *, *",Male,*/11/1984,$5411.17
"*, *, *",Male,*/11/1984,$6517.73
"Bordeaux, Aquitaine, France",*,*/*/*,$1598.58
"Bordeaux, Aquitaine, France",*,*/*/*,$7665.32
"*, Porto, Portugal",Female,*/*/*,$6154.03
"*, Porto, Portugal",Female,*/*/*,$1973.45
"Älvdalen, Dalarna, Sweden",*,*/*/*,$7201.47
"Älvdalen, Dalarna, Sweden",*,*/*/*,$1755.24
"*, Île-de-France, France",Female,*/*/1987,$5511.34
"*, Île-de-France, France",Female,*/*/1987,$3108.98
"*, *, Portugal",Female,*/*/2002,$7649.68
"*, *, Portugal",Female,*/*/2002,$4713.83
"*, Porto, Portugal",Female,*/*/*,$7795.42
"*, Porto, Portugal",Female,*/*/*,$3296.00
"*, Skåne, Sweden",Female,*/*/*,$7475.57
"*, Skåne, Sweden",Female,*/*/*,$1430.78
"*, *, Mexico",*,*/06/2004,$7048.51
"*, *, Mexico",*,*/06/2004,$4531.43
"*, *, United States",Female,*/03/1997,$4630.14
"*, *, United States",Female,*/03/1997,$2306.02
"Oromocto, New Brunswick, Canada",Female,*/*/*,$5396.24
"Oromocto, New Brunswick, Canada",Female,*/*/*,$1403.76
"*, Provence-Alpes-Côte d'Azur, France",Male,*/*/*,$1555.57
"*, Provence-Alpes-Côte d'Azur, France",Male,*/*/*,$7199.46
"*, *, *",Female,*/08/1999,$6940.06
"*, *, *",Female,*/08/1999,$4924.11
"*, Braga, Portugal",Male,*/*/*,$2558.30
"*, Braga, Portugal",Male,*/*/*,$2867.51
"*, Centre, France",Male,*/*/*,$5620.85
"*, Centre, France",Male,*/*/*,$5485.14
"Anmore, British Columbia, Canada",Female,*/*/*,$1647.59
"Anmore, British Columbia, Canada",Female,*/*/*,$7760.58
"*, England, United Kingdom",*,*/*/1983,$1569.15
"*, England, United Kingdom",*,*/*/1983,$1127.28
"*, *, Portugal",Male,*/*/1981,$4902.14
"*, *, Portugal",Male,*/*/1981,$1305.29
"*, Västmanland, Sweden",Male,*/*/*,$2468.51
"*, Västmanland, Sweden",Male,*/*/*,$1846.26
"*, Languedoc-Roussillon, France",Female,*/*/*,$6325.50
"*, Languedoc-Roussillon, France",Female,*/*/*,$1958.82
"*, Västra Götaland, Sweden",Male,*/*/2001,$5977.38
"*, Västra Götaland, Sweden",Male,*/*/2001,$6578.25
"Dallas, Texas, United States",Male,*/*/*,$3427.50
"Dallas, Texas, United States",Male,*/*/*,$3306.51
"*, *, United States",Male,*/*/2007,$2476.57
"*, *, United States",Male,*/*/2007,$3435.80
"*, Portalegre, Portugal",Female,*/*/*,$1575.77
"*, Portalegre, Portugal",Female,*/*/*,$4772.43
"*, Québec, Canada",Female,*/*/1982,$3027.02
"*, Québec, Canada",Female,*/*/1982,$5074.78
"Charleston, West Virginia, United States",Female,*/*/*,$5750.62
"Charleston, West Virginia, United States",Female,*/*/*,$1288.62
"*, Île-de-France, France",Female,*/*/*,$7410.13
"*, Île-de-France, France",Female,*/*/*,$2236.23
"*, Newfoundland and Labrador, Canada",Female,*/*/*,$7913.17
"*, Newfoundland and Labrador, Canada",Female,*/*/*,$2100.45
"*, *, *",Female,*/09/2000,$5087.05
"*, *, *",Female,*/09/2000,$1676.91
"*, *, United States",Female,*/*/*,$3031.23
"*, *, United States",Female,*/*/*,$6968.33
"*, Île-de-France, France",*,*/09/1993,$4480.55
"*, Île-de-France, France",*,*/09/1993,$1022.20
"*, Faro, Portugal",Female,*/*/*,$3082.24
"*, Faro, Portugal",Female,*/*/*,$5189.45
"*, Porto, Portugal",Female,*/*/*,$7130.79
"*, Porto, Portugal",Female,*/*/*,$1684.26
"*, Île-de-France, France",Female,*/*/*,$1246.34
"*, Île-de-France, France",Female,*/*/*,$3525.88
"*, *, *",Male,*/03/2008,$1403.09
"*, *, *",Male,*/03/2008,$7816.91
"*, Porto, Portugal",Female,*/*/*,$1708.14
"*, Porto, Portugal",Female,*/*/*,$4930.40
"Hallsberg, Örebro, Sweden",Female,*/*/*,$3625.99
"Hallsberg, Örebro, Sweden",Female,*/*/*,$6173.77
"*, Florida, United States",Female,*/*/*,$1668.43
"*, Florida, United States",Female,*/*/*,$3591.60
"*, Braga, Portugal",Male,*/*/*,$4663.87
"*, Braga, Portugal",Male,*/*/*,$2261.44
"*, *, Canada",Male,*/*/2005,$3918.00
"*, *, Canada",Male,*/*/2005,$7600.54
"*, *, France",Female,*/*/1981,$4796.47
"*, *, France",Female,*/*/1981,$1353.19
"*, Castelo Branco, Portugal",Female,*/*/*,$6545.90
"*, Castelo Branco, Portugal",Female,*/*/*,$5730.25
"*, Aquitaine, France",Male,*/*/*,$7689.77
"*, Aquitaine, France",Male,*/*/*,$1841.41
"*, *, Sweden",Male,*/*/1988,$1574.30
"*, *, Sweden",Male,*/*/1988,$962.08
"*, *, *",Male,*/02/1984,$1742.83
"*, *, *",Male,*/02/1984,$7303.77
"*, *, *",Male,*/07/2002,$1390.00
"*, *, *",Male,*/07/2002,$3635.14
"*, *, Sweden",Male,*/*/*,$5443.77
"*, *, Sweden",Male,*/*/*,$5745.78
"*, *, United States",Male,*/*/1991,$7248.09
"*, *, United States",Male,*/*/1991,$2891.78
"*, Texas, United States",Male,*/*/*,$1006.79
"*, Texas, United States",Male,*/*/*,$7638.46
"*, *, United States",Male,*/*/*,$6553.93
"*, *, United States",Male,*/*/*,$5307.88
"Santulhão, Bragança, Portugal",Male,*/*/*,$7917.34
"Santulhão, Bragança, Portugal",Male,*/*/*,$6043.66
"*, Alberta, Canada",Male,*/*/*,$3609.17
"*, Alberta, Canada",Male,*/*/*,$4675.13
"*, *, France",*,*/11/1998,$7201.06
"*, *, France",*,*/11/1998,$1191.22
"*, *, France",Female,*/*/2002,$5843.31
"*, *, France",Female,*/*/2002,$1032.68
"*, Porto, Portugal",Female,*/*/*,$3725.73
"*, Porto, Portugal",Female,*/*/*,$5866.61
"Erie, Pennsylvania, United States",Female,*/*/*,$3334.96
"Erie, Pennsylvania, United States",Female,*/*/*,$3201.71
"*, Saskatchewan, Canada",Female,*/*/*,$7782.63
"*, Saskatchewan, Canada",Female,*/*/*,$7039.05
"*, Porto, Portugal",Male,*/*/*,$4590.54
"*, Porto, Portugal",Male,*/*/*,$2932.96
"*, *, United States",Male,*/*/2008,$6841.99
"*, *, United States",Male,*/*/2008,$5236.49
"Kungsbacka, Halland, Sweden",*,*/*/*,$2587.45
"Kungsbacka, Halland, Sweden",*,*/*/*,$4615.15
"*, *, Canada",Female,*/*/2001,$3909.93
"*, *, Canada",Female,*/*/2001,$6431.42
"*, *, Sweden",Female,*/11/1981,$4767.88
"*, *, Sweden",Female,*/11/1981,$7035.04
"*, *, France",Male,*/02/1989,$5700.29
"*, *, France",Male,*/02/1989,$1186.54
"*, *, United States",Female,*/*/*,$7589.64
"*, *, United States",Female,*/*/*,$7983.68
"*, *, Portugal",Female,*/05/1983,$7373.73
"*, *, Portugal",Female,*/05/1983,$7453.73
"*, *, Portugal",Female,*/*/1994,$7467.66
"*, *, Portugal",Female,*/*/1994,$5252.25
"*, Braga, Portugal",Female,*/*/*,$7659.54
"*, Braga, Portugal",Female,*/*/*,$5848.86
"*, *, France",Male,*/10/1989,$1655.67
"*, *, France",Male,*/10/1989,$5459.27
"*, Rhône-Alpes, France",Female,*/*/*,$5503.12
"*, Rhône-Alpes, France",Female,*/*/*,$1355.25
"*, *, *",Female,*/06/1985,$2411.36
"*, *, *",Female,*/06/1985,$3014.90
"*, *, United States",Male,*/*/*,$1342.37
"*, *, United States",Male,*/*/*,$2843.99
"*, *, Portugal",Female,*/*/1981,$7548.51
"*, *, Portugal",Female,*/*/1981,$4450.49
"*, Arizona, United States",Female,*/*/*,$7511.52
"*, Arizona, United States",Female,*/*/*,$7947.82
"*, Västra Götaland, Sweden",Male,*/*/*,$3840.66
"*, Västra Götaland, Sweden",Male,*/*/*,$6881.36
"*, *, Canada",Male,*/*/1998,$4067.61
"*, *, Canada",Male,*/*/1998,$4094.94
"*, Porto, Portugal",Female,*/*/*,$4320.80
"*, Porto, Portugal",Female,*/*/*,$6508.41
"*, Île-de-France, France",*,*/*/1989,$6728.72
"*, Île-de-France, France",*,*/*/1989,$4959.20
"*, Guerrero, Mexico",Female,*/*/*,$3814.74
"*, Guerrero, Mexico",Female,*/*/*,$7525.73
"*, California, United States",Female,*/*/*,$2460.19
"*, California, United States",Female,*/*/*,$5057.48
"*, Limousin, France",Male,*/*/*,$3988.74
"*, Limousin, France",Male,*/*/*,$1399.34
"*, *, *",Male,*/01/2010,$7749.41
"*, *, *",Male,*/01/2010,$2617.72
"*, *, United States",Female,*/*/2008,$1320.94
"*, *, United States",Female,*/*/2008,$4329.22
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/1984,$6860.11
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/1984,$5814.99
"*, *, France",Female,*/08/2005,$2471.10
"*, *, France",Female,*/08/2005,$4518.41
"*, Saskatchewan, Canada",Male,*/*/*,$4511.71
"*, Saskatchewan, Canada",Male,*/*/*,$3401.73
"Cache Creek, British Columbia, Canada",Male,*/*/*,$3585.21
"Cache Creek, British Columbia, Canada",Male,*/*/*,$1405.83
"*, Bretagne, France",Male,*/*/*,$6856.56
"*, Bretagne, France",Male,*/*/*,$4197.51
"*, *, France",Female,*/*/2007,$7634.03
"*, *, France",Female,*/*/2007,$5163.00
"*, *, Sweden",Female,*/*/*,$3420.93
"*, *, Sweden",Female,*/*/*,$1916.17
"*, Stockholm, Sweden",Female,*/*/*,$7278.18
"*, Stockholm, Sweden",Female,*/*/*,$1145.67
"*, Ontario, Canada",Female,*/*/*,$2465.50
"*, Ontario, Canada",Female,*/*/*,$7202.18
"Chicago, Illinois, United States",*,*/*/*,$3567.45
"Chicago, Illinois, United States",*,*/*/*,$7530.19
"San Francisco, California, United States",Male,*/*/*,$1900.04
"San Francisco, California, United States",Male,*/*/*,$4979.70
"Stockholm, Stockholm, Sweden",Female,*/*/*,$6416.83
"Stockholm, Stockholm, Sweden",Female,*/*/*,$3358.30
"*, *, *",Female,*/*/1981,$1887.39
"*, *, *",Female,*/*/1981,$6657.46
"*, Vila Real, Portugal",Male,*/*/*,$4370.17
"*, Vila Real, Portugal",Male,*/*/*,$5746.59
"*, Skåne, Sweden",Male,*/*/*,$2969.04
"*, Skåne, Sweden",Male,*/*/*,$1909.73
"*, *, Mexico",Male,*/*/*,$2280.82
"*, *, Mexico",Male,*/*/*,$3389.21
"*, Västra Götaland, Sweden",Male,*/*/*,$3218.09
"*, Västra Götaland, Sweden",Male,*/*/*,$2946.37
"*, *, United States",Female,*/10/1982,$3358.51
"*, *, United States",Female,*/10/1982,$1641.08
"Vales, Viseu, Portugal",*,*/*/*,$6056.46
"Vales, Viseu, Portugal",*,*/*/*,$1367.51
"*, Languedoc-Roussillon, France",Female,*/*/*,$1366.21
"*, Languedoc-Roussillon, France",Female,*/*/*,$3849.89
"*, Rhône-Alpes, France",Female,*/*/*,$5368.06
"*, Rhône-Alpes, France",Female,*/*/*,$7382.35
"*, *, Portugal",Female,*/*/*,$6191.96
"*, *, Portugal",Female,*/*/*,$2137.01
"*, *, Canada",Male,*/*/*,$7689.46
"*, *, Canada",Male,*/*/*,$5453.13
"*, Alberta, Canada",Male,*/*/*,$991.46
"*, Alberta, Canada",Male,*/*/*,$5387.93
"*, Ohio, United States",*,*/*/*,$3911.57
"*, Ohio, United States",*,*/*/*,$3562.87
"*, *, United States",Male,*/*/*,$2735.48
"*, *, United States",Male,*/*/*,$3362.11
"*, *, Sweden",Female,*/*/*,$7155.79
"*, *, Sweden",Female,*/*/*,$2943.14
"*, *, Sweden",Female,*/*/*,$2385.94
"*, *, Sweden",Female,*/*/*,$6509.58
"*, *, *",Female,*/05/2007,$5663.67
"*, *, *",Female,*/05/2007,$4348.19
"*, *, Canada",Female,*/*/1998,$979.70
"*, *, Canada",Female,*/*/1998,$7697.11
"*, *, France",Male,*/*/2001,$3381.06
"*, *, France",Male,*/*/2001,$3316.55
"Göteborg, Västra Götaland, Sweden",*,*/*/*,$3689.16
"Göteborg, Västra Götaland, Sweden",*,*/*/*,$6190.47
"*, *, *",Male,17/10/1987,$1188.11
"*, *, *",Male,17/10/1987,$7817.66
"*, Michigan, United States",Male,*/*/*,$3581.83
"*, Michigan, United States",Male,*/*/*,$1175.28
"*, *, *",Male,*/09/2003,$6760.76
"*, *, *",Male,*/09/2003,$1622.77
"*, *, France",Male,*/*/*,$5778.85
"*, *, France",Male,*/*/*,$4105.04
"*, Porto, Portugal",Male,*/*/*,$5264.43
"*, Porto, Portugal",Male,*/*/*,$4472.72
"*, Île-de-France, France",*,*/*/2005,$4725.00
"*, Île-de-France, France",*,*/*/2005,$1174.30
"*, Västra Götaland, Sweden",Male,*/*/1991,$7885.38
"*, Västra Götaland, Sweden",Male,*/*/1991,$4930.16
"*, Stockholm, Sweden",Female,*/*/*,$1609.66
"*, Stockholm, Sweden",Female,*/*/*,$7701.36
"*, Île-de-France, France",Female,*/*/*,$4544.05
"*, Île-de-France, France",Female,*/*/*,$1467.94
"*, Jönköping, Sweden",Female,*/*/1985,$4733.60
"*, Jönköping, Sweden",Female,*/*/1985,$5238.49
"*, *, *",Female,*/*/1991,$4371.91
"*, *, *",Female,*/*/1991,$2772.86
"*, *, *",Female,*/02/1996,$4970.32
"*, *, *",Female,*/02/1996,$7370.54
"*, *, Portugal",Male,*/*/1982,$962.88
"*, *, Portugal",Male,*/*/1982,$7552.80
"*, *, Canada",Female,*/*/*,$1939.10
"*, *, Canada",Female,*/*/*,$5727.15
"*, Basse-Normandie, France",Female,*/*/*,$6749.04
"*, Basse-Normandie, France",Female,*/*/*,$5772.96
"*, *, *",Male,*/01/1988,$3621.99
"*, *, *",Male,*/01/1988,$3812.30
"*, *, Sweden",Female,*/*/*,$2172.78
"*, *, Sweden",Female,*/*/*,$4250.40
"*, Chiapas, Mexico",Female,*/*/*,$6825.59
"*, Chiapas, Mexico",Female,*/*/*,$7018.06
"*, Michoacan De Ocampo, Mexico",*,*/*/*,$2344.10
"*, Michoacan De Ocampo, Mexico",*,*/*/*,$6230.34
"*, Ontario, Canada",Male,*/*/*,$7565.57
"*, Ontario, Canada",Male,*/*/*,$6983.95
"*, Stockholm, Sweden",Male,*/*/*,$4176.07
"*, Stockholm, Sweden",Male,*/*/*,$7468.47
"*, Aveiro, Portugal",Female,*/*/*,$3721.36
"*, Aveiro, Portugal",Female,*/*/*,$6310.65
"*, Île-de-France, France",Male,*/*/*,$3945.26
"*, Île-de-France, France",Male,*/*/*,$6691.81
"*, *, France",Female,*/*/*,$5796.92
"*, *, France",Female,*/*/*,$5080.95
"*, Florida, United States",Female,*/*/*,$5471.10
"*, Florida, United States",Female,*/*/*,$5196.14
"*, Texas, United States",Female,*/*/*,$5896.63
"*, Texas, United States",Female,*/*/*,$7700.50
"*, *, United States",Male,*/*/*,$1966.51
"*, *, United States",Male,*/*/*,$2946.19
"*, *, Mexico",Male,*/*/*,$825.82
"*, *, Mexico",Male,*/*/*,$1395.82
"*, Alsace, France",Male,*/*/*,$6749.86
"*, Alsace, France",Male,*/*/*,$4263.66
"*, *, United States",Male,*/*/*,$4260.81
"*, *, United States",Male,*/*/*,$5130.58
"*, *, France",Male,*/*/1981,$7680.45
"*, *, France",Male,*/*/1981,$6987.28
"*, *, France",Male,*/*/*,$6363.88
"*, *, France",Male,*/*/*,$4354.51
"*, *, Sweden",Female,*/*/1997,$4718.05
"*, *, Sweden",Female,*/*/1997,$1624.94
"*, *, Mexico",Male,*/*/*,$7646.16
"*, *, Mexico",Male,*/*/*,$7517.14
"*, *, Portugal",Male,*/*/*,$6187.48
"*, *, Portugal",Male,*/*/*,$2666.96
"*, *, United States",Female,*/*/*,$1041.43
"*, *, United States",Female,*/*/*,$6285.14
"*, *, *",Female,*/*/*,$4953.85
"*, *, *",Female,*/*/*,$4550.42
"*, *, *",Male,*/*/2007,$2942.07
"*, *, *",Male,*/*/2007,$7890.52
"*, *, Portugal",Male,*/*/1994,$2533.59
"*, *, Portugal",Male,*/*/1994,$3868.21
"*, *, Portugal",Female,*/*/*,$2533.07
"*, *, Portugal",Female,*/*/*,$1411.11
"*, *, Mexico",Female,*/*/*,$2837.82
"*, *, Mexico",Female,*/*/*,$3737.37
"*, *, Sweden",Female,*/*/1998,$5338.30
"*, *, Sweden",Female,*/*/1998,$6075.15
"*, *, *",Female,*/*/*,$4942.31
"*, *, *",Female,*/*/*,$1385.97
"*, *, Portugal",Male,*/*/*,$2566.78
"*, *, Portugal",Male,*/*/*,$4468.82
"*, Québec, Canada",Male,*/*/*,$6296.75
"*, Québec, Canada",Male,*/*/*,$7753.78
"*, *, *",Male,*/*/*,$3209.90
"*, *, *",Male,*/*/*,$1876.11
"*, *, *",Female,*/*/*,$3567.38
"*, *, *",Female,*/*/*,$3873.74
"*, *, *",Male,*/*/*,$1967.98
"*, *, *",Male,*/*/*,$2562.92
"*, *, *",Male,*/*/*,$1618.95
"*, *, *",Male,*/*/*,$6525.63
