local,genero,data,salario
"*, *, France",Female,*/*/*,$2422.65
"*, *, France",Female,*/*/*,$1999.59
"*, *, France",Female,*/*/*,$5511.34
"*, Stockholm, Sweden",*,*/*/*,$2282.26
"*, Stockholm, Sweden",*,*/*/*,$3246.27
"*, Stockholm, Sweden",*,*/*/*,$1823.14
"*, Stockholm, Sweden",*,*/*/*,$5412.88
"*, Leiria, Portugal",*,*/*/*,$7091.02
"*, Leiria, Portugal",*,*/*/*,$2944.40
"*, Leiria, Portugal",*,*/*/*,$2137.01
"*, Leiria, Portugal",*,*/*/*,$6289.95
"*, Viana do Castelo, Portugal",Female,*/*/*,$7319.09
"*, Viana do Castelo, Portugal",Female,*/*/*,$5788.73
"*, Viana do Castelo, Portugal",Female,*/*/*,$4332.69
"*, Viana do Castelo, Portugal",Female,*/*/*,$3878.76
"*, *, Portugal",Female,*/*/*,$6376.96
"*, *, Portugal",Female,*/*/*,$1610.27
"*, *, Portugal",Female,*/*/*,$3082.24
"*, *, Portugal",Female,*/*/*,$5848.86
"*, *, Portugal",Male,*/*/*,$7800.59
"*, *, Portugal",Male,*/*/*,$1809.17
"*, *, Portugal",Male,*/*/*,$5948.45
"*, *, Portugal",Male,*/*/*,$2263.59
"*, *, Portugal",Female,*/*/1981,$5847.43
"*, *, Portugal",Female,*/*/1981,$4450.49
"*, *, Portugal",Female,*/*/1981,$5772.69
"*, *, Portugal",Female,*/*/1981,$7539.41
"*, *, *",Female,*/*/*,$7410.13
"*, *, *",Female,*/*/*,$2642.75
"*, *, *",Female,*/*/*,$5410.56
"*, *, *",Female,*/*/*,$5823.97
"*, *, *",Female,*/*/*,$7947.82
"*, *, *",Female,*/*/*,$6185.72
"*, *, *",Female,*/*/*,$3737.37
"*, *, *",Female,*/*/*,$5152.79
"*, *, Portugal",Female,*/*/*,$1708.14
"*, *, Portugal",Female,*/*/*,$2029.76
"*, *, Portugal",Female,*/*/*,$6369.60
"*, *, Portugal",Female,*/*/*,$4930.40
"*, *, France",*,*/*/*,$1768.62
"*, *, France",*,*/*/*,$1422.11
"*, *, France",*,*/*/*,$4959.20
"*, *, France",*,*/*/*,$5080.95
"*, Porto, Portugal",Male,*/*/*,$7779.56
"*, Porto, Portugal",Male,*/*/*,$4590.54
"*, Porto, Portugal",Male,*/*/*,$2932.96
"*, Porto, Portugal",Male,*/*/*,$3392.24
"*, *, *",Female,*/*/*,$7370.54
"*, *, *",Female,*/*/*,$2923.67
"*, *, *",Female,*/*/*,$1310.34
"*, *, *",Female,*/*/*,$4970.32
"*, *, Portugal",Female,*/*/1985,$3248.92
"*, *, Portugal",Female,*/*/1985,$7276.96
"*, *, Portugal",Female,*/*/1985,$4320.80
"*, *, Portugal",Female,*/*/1985,$7105.57
"*, Île-de-France, France",Male,*/*/*,$2851.56
"*, Île-de-France, France",Male,*/*/*,$1174.30
"*, Île-de-France, France",Male,*/*/*,$3533.25
"*, Île-de-France, France",Male,*/*/*,$3645.69
"*, *, *",Male,*/*/*,$880.79
"*, *, *",Male,*/*/*,$1841.41
"*, *, *",Male,*/*/*,$7689.77
"*, *, *",Male,*/*/*,$4323.07
"*, *, Sweden",Male,*/*/*,$5745.78
"*, *, Sweden",Male,*/*/*,$2321.79
"*, *, Sweden",Male,*/*/*,$2260.68
"*, *, Sweden",Male,*/*/*,$2411.09
"*, *, Portugal",*,*/*/*,$942.32
"*, *, Portugal",*,*/*/*,$7130.79
"*, *, Portugal",*,*/*/*,$5264.43
"*, *, Portugal",*,*/*/*,$4803.14
"*, *, *",*,*/*/*,$1342.37
"*, *, *",*,*/*/*,$5946.05
"*, *, *",*,*/*/*,$7209.03
"*, *, *",*,*/*/*,$1329.70
"*, *, Portugal",Male,*/*/*,$7070.82
"*, *, Portugal",Male,*/*/*,$7660.68
"*, *, Portugal",Male,*/*/*,$6999.54
"*, *, Portugal",Male,*/*/*,$2106.68
"*, Västra Götaland, Sweden",Female,*/*/*,$5126.92
"*, Västra Götaland, Sweden",Female,*/*/*,$7268.00
"*, Västra Götaland, Sweden",Female,*/*/*,$2350.70
"*, Västra Götaland, Sweden",Female,*/*/*,$6651.08
"*, Skåne, Sweden",Female,*/*/*,$1798.82
"*, Skåne, Sweden",Female,*/*/*,$1430.78
"*, Skåne, Sweden",Female,*/*/*,$7758.57
"*, Skåne, Sweden",Female,*/*/*,$1900.48
"*, *, Mexico",Female,*/*/*,$5563.62
"*, *, Mexico",Female,*/*/*,$6285.72
"*, *, Mexico",Female,*/*/*,$3667.75
"*, *, Mexico",Female,*/*/*,$3556.11
"*, *, *",Male,*/*/1982,$962.88
"*, *, *",Male,*/*/1982,$3783.40
"*, *, *",Male,*/*/1982,$1653.38
"*, *, *",Male,*/*/1982,$4066.86
"*, *, Mexico",Female,*/*/*,$2184.75
"*, *, Mexico",Female,*/*/*,$7525.73
"*, *, Mexico",Female,*/*/*,$5229.44
"*, *, Mexico",Female,*/*/*,$3814.74
"*, *, *",Female,*/*/1988,$1404.57
"*, *, *",Female,*/*/1988,$1160.22
"*, *, *",Female,*/*/1988,$3721.36
"*, *, *",Female,*/*/1988,$4117.83
"*, *, *",Female,*/*/*,$5373.09
"*, *, *",Female,*/*/*,$7701.36
"*, *, *",Female,*/*/*,$2918.64
"*, *, *",Female,*/*/*,$6416.83
"*, Viseu, Portugal",Male,*/*/*,$4357.15
"*, Viseu, Portugal",Male,*/*/*,$1586.61
"*, Viseu, Portugal",Male,*/*/*,$7345.49
"*, Viseu, Portugal",Male,*/*/*,$2608.66
"*, *, United States",Female,*/*/*,$5471.10
"*, *, United States",Female,*/*/*,$1112.80
"*, *, United States",Female,*/*/*,$1031.51
"*, *, United States",Female,*/*/*,$5805.91
"*, *, Mexico",Male,*/*/*,$1452.90
"*, *, Mexico",Male,*/*/*,$1534.82
"*, *, Mexico",Male,*/*/*,$5328.86
"*, *, Mexico",Male,*/*/*,$6445.22
"*, *, France",*,*/*/*,$6691.81
"*, *, France",*,*/*/*,$1348.85
"*, *, France",*,*/*/*,$6728.72
"*, *, France",*,*/*/*,$3772.66
"*, *, United States",Female,*/*/*,$1899.31
"*, *, United States",Female,*/*/*,$4441.41
"*, *, United States",Female,*/*/*,$2775.31
"*, *, United States",Female,*/*/*,$1165.10
"*, *, *",Female,*/*/*,$4627.31
"*, *, *",Female,*/*/*,$6148.93
"*, *, *",Female,*/*/*,$6509.58
"*, *, *",Female,*/*/*,$5475.66
"*, *, France",Female,*/*/*,$3531.22
"*, *, France",Female,*/*/*,$4783.94
"*, *, France",Female,*/*/*,$3227.73
"*, *, France",Female,*/*/*,$7634.03
"*, *, Mexico",Male,*/*/*,$7646.16
"*, *, Mexico",Male,*/*/*,$7170.52
"*, *, Mexico",Male,*/*/*,$6686.36
"*, *, Mexico",Male,*/*/*,$4077.84
"*, *, Sweden",Male,*/*/*,$3859.70
"*, *, Sweden",Male,*/*/*,$2096.28
"*, *, Sweden",Male,*/*/*,$7783.26
"*, *, Sweden",Male,*/*/*,$7314.87
"*, England, United Kingdom",*,*/*/*,$1622.77
"*, England, United Kingdom",*,*/*/*,$6517.73
"*, England, United Kingdom",*,*/*/*,$3837.29
"*, England, United Kingdom",*,*/*/*,$7166.43
"*, *, *",Male,*/*/*,$1399.34
"*, *, *",Male,*/*/*,$4491.03
"*, *, *",Male,*/*/*,$4583.37
"*, *, *",Male,*/*/*,$3076.92
"*, *, *",Female,*/*/*,$5751.78
"*, *, *",Female,*/*/*,$3639.38
"*, *, *",Female,*/*/*,$6191.96
"*, *, *",Female,*/*/*,$6674.63
"*, *, *",Female,*/*/*,$3769.13
"*, *, *",Female,*/*/*,$1144.42
"*, *, *",Female,*/*/*,$3976.35
"*, *, *",Female,*/*/*,$2076.62
"*, *, Canada",Male,*/*/*,$3609.17
"*, *, Canada",Male,*/*/*,$5514.96
"*, *, Canada",Male,*/*/*,$4675.13
"*, *, Canada",Male,*/*/*,$6983.95
"*, Île-de-France, France",Male,*/*/*,$3752.70
"*, Île-de-France, France",Male,*/*/*,$7109.56
"*, Île-de-France, France",Male,*/*/*,$1022.20
"*, Île-de-France, France",Male,*/*/*,$3945.26
"*, *, Sweden",Female,*/*/*,$3765.74
"*, *, Sweden",Female,*/*/*,$2809.72
"*, *, Sweden",Female,*/*/*,$3358.30
"*, *, Sweden",Female,*/*/*,$2282.24
"*, *, Sweden",Female,*/*/*,$2172.78
"*, *, Sweden",Female,*/*/*,$4767.88
"*, *, Sweden",Female,*/*/*,$6173.77
"*, *, Sweden",Female,*/*/*,$6563.49
"*, *, Portugal",Male,*/*/*,$6680.18
"*, *, Portugal",Male,*/*/*,$6954.30
"*, *, Portugal",Male,*/*/*,$6187.48
"*, *, Portugal",Male,*/*/*,$5746.59
"*, *, Mexico",*,*/*/*,$4531.43
"*, *, Mexico",*,*/*/*,$7048.51
"*, *, Mexico",*,*/*/*,$3602.31
"*, *, Mexico",*,*/*/*,$3389.21
"*, *, Mexico",Female,*/*/*,$2667.16
"*, *, Mexico",Female,*/*/*,$1780.40
"*, *, Mexico",Female,*/*/*,$7018.06
"*, *, Mexico",Female,*/*/*,$7049.85
"*, *, *",Male,*/*/*,$4468.82
"*, *, *",Male,*/*/*,$1374.14
"*, *, *",Male,*/*/*,$2697.06
"*, *, *",Male,*/*/*,$6043.66
"*, Québec, Canada",Female,*/*/*,$5727.15
"*, Québec, Canada",Female,*/*/*,$4234.16
"*, Québec, Canada",Female,*/*/*,$6657.46
"*, Québec, Canada",Female,*/*/*,$3488.65
"*, *, Mexico",Male,*/*/*,$2280.82
"*, *, Mexico",Male,*/*/*,$2435.84
"*, *, Mexico",Male,*/*/*,$3408.00
"*, *, Mexico",Male,*/*/*,$2344.10
"*, *, France",Male,*/*/*,$7537.16
"*, *, France",Male,*/*/*,$5689.99
"*, *, France",Male,*/*/*,$7512.12
"*, *, France",Male,*/*/*,$3827.17
"*, *, *",*,*/*/*,$6819.26
"*, *, *",*,*/*/*,$5730.25
"*, *, *",*,*/*/*,$1824.90
"*, *, *",*,*/*/*,$4733.60
"*, *, *",Male,*/*/*,$3381.06
"*, *, *",Male,*/*/*,$5323.97
"*, *, *",Male,*/*/*,$4663.87
"*, *, *",Male,*/*/*,$4263.66
"*, *, United States",Female,*/*/*,$4329.22
"*, *, United States",Female,*/*/*,$1320.94
"*, *, United States",Female,*/*/*,$4924.11
"*, *, United States",Female,*/*/*,$5249.08
"*, *, *",Female,*/*/*,$5469.92
"*, *, *",Female,*/*/*,$3201.71
"*, *, *",Female,*/*/*,$2409.34
"*, *, *",Female,*/*/*,$7039.05
"*, *, *",Female,*/*/1989,$1370.53
"*, *, *",Female,*/*/1989,$5191.05
"*, *, *",Female,*/*/1989,$2837.82
"*, *, *",Female,*/*/1989,$5830.80
"*, *, Portugal",Male,*/*/*,$5108.35
"*, *, Portugal",Male,*/*/*,$1858.90
"*, *, Portugal",Male,*/*/*,$4461.88
"*, *, Portugal",Male,*/*/*,$5825.82
"*, *, *",Female,*/*/2004,$7475.57
"*, *, *",Female,*/*/2004,$5477.25
"*, *, *",Female,*/*/2004,$5798.07
"*, *, *",Female,*/*/2004,$4306.65
"*, *, France",Female,*/*/*,$2902.49
"*, *, France",Female,*/*/*,$2118.25
"*, *, France",Female,*/*/*,$976.45
"*, *, France",Female,*/*/*,$6424.69
"*, Braga, Portugal",Male,*/*/*,$2261.44
"*, Braga, Portugal",Male,*/*/*,$6267.86
"*, Braga, Portugal",Male,*/*/*,$2142.15
"*, Braga, Portugal",Male,*/*/*,$3574.50
"*, *, United States",Female,*/*/*,$6285.14
"*, *, United States",Female,*/*/*,$5896.63
"*, *, United States",Female,*/*/*,$2460.19
"*, *, United States",Female,*/*/*,$3480.31
"*, *, *",Male,*/*/*,$3775.21
"*, *, *",Male,*/*/*,$3109.94
"*, *, *",Male,*/*/*,$6363.88
"*, *, *",Male,*/*/*,$1755.24
"*, *, Sweden",Female,*/*/*,$4718.05
"*, *, Sweden",Female,*/*/*,$5238.49
"*, *, Sweden",Female,*/*/*,$1624.94
"*, *, Sweden",Female,*/*/*,$7134.93
"*, *, Portugal",Female,*/*/*,$3114.52
"*, *, Portugal",Female,*/*/*,$5999.29
"*, *, Portugal",Female,*/*/*,$5213.70
"*, *, Portugal",Female,*/*/*,$2411.36
"*, *, *",Female,*/*/*,$5198.50
"*, *, *",Female,*/*/*,$4713.83
"*, *, *",Female,*/*/*,$6649.25
"*, *, *",Female,*/*/*,$1246.34
"*, *, Portugal",Male,*/*/*,$2381.31
"*, *, Portugal",Male,*/*/*,$3122.25
"*, *, Portugal",Male,*/*/*,$4389.71
"*, *, Portugal",Male,*/*/*,$2582.92
"*, *, Portugal",Female,*/*/*,$5252.25
"*, *, Portugal",Female,*/*/*,$5268.85
"*, *, Portugal",Female,*/*/*,$7467.66
"*, *, Portugal",Female,*/*/*,$4466.02
"*, *, Sweden",*,*/*/*,$4176.07
"*, *, Sweden",*,*/*/*,$1240.82
"*, *, Sweden",*,*/*/*,$2692.72
"*, *, Sweden",*,*/*/*,$7290.49
"*, Québec, Canada",Male,*/*/*,$7753.78
"*, Québec, Canada",Male,*/*/*,$5790.08
"*, Québec, Canada",Male,*/*/*,$3407.45
"*, Québec, Canada",Male,*/*/*,$7600.54
"*, *, *",Female,*/*/1998,$877.91
"*, *, *",Female,*/*/1998,$2335.56
"*, *, *",Female,*/*/1998,$979.70
"*, *, *",Female,*/*/1998,$6030.61
"*, British Columbia, Canada",Male,*/*/*,$5677.74
"*, British Columbia, Canada",Male,*/*/*,$3585.21
"*, British Columbia, Canada",Male,*/*/*,$1405.83
"*, British Columbia, Canada",Male,*/*/*,$2617.72
"*, *, *",*,*/*/*,$7147.42
"*, *, *",*,*/*/*,$2666.96
"*, *, *",*,*/*/*,$5189.45
"*, *, *",*,*/*/*,$7885.38
"*, *, United States",Male,*/*/*,$4901.14
"*, *, United States",Male,*/*/*,$7638.46
"*, *, United States",Male,*/*/*,$2065.92
"*, *, United States",Male,*/*/*,$4095.50
"*, *, Mexico",*,*/*/*,$7844.90
"*, *, Mexico",*,*/*/*,$959.80
"*, *, Mexico",*,*/*/*,$996.76
"*, *, Mexico",*,*/*/*,$7741.81
"*, *, Canada",Female,*/*/*,$4762.01
"*, *, Canada",Female,*/*/*,$1385.71
"*, *, Canada",Female,*/*/*,$7913.17
"*, *, Canada",Female,*/*/*,$1786.57
"*, *, Portugal",Female,*/*/*,$3725.73
"*, *, Portugal",Female,*/*/*,$4764.60
"*, *, Portugal",Female,*/*/*,$6310.65
"*, *, Portugal",Female,*/*/*,$7548.51
"*, *, Mexico",Male,*/*/*,$5747.87
"*, *, Mexico",Male,*/*/*,$1395.82
"*, *, Mexico",Male,*/*/*,$7814.46
"*, *, Mexico",Male,*/*/*,$4477.79
"*, Rhône-Alpes, France",*,*/*/*,$4630.99
"*, Rhône-Alpes, France",*,*/*/*,$5447.93
"*, Rhône-Alpes, France",*,*/*/*,$2671.01
"*, Rhône-Alpes, France",*,*/*/*,$1191.22
"*, *, *",Female,*/*/*,$7803.39
"*, *, *",Female,*/*/*,$2174.45
"*, *, *",Female,*/*/*,$7942.98
"*, *, *",Female,*/*/*,$6825.59
"*, *, Portugal",Female,*/*/*,$7816.46
"*, *, Portugal",Female,*/*/*,$7982.36
"*, *, Portugal",Female,*/*/*,$7760.46
"*, *, Portugal",Female,*/*/*,$2854.38
"*, *, United States",Male,*/*/*,$7516.22
"*, *, United States",Male,*/*/*,$2891.78
"*, *, United States",Male,*/*/*,$5366.98
"*, *, United States",Male,*/*/*,$5910.48
"*, *, France",Male,*/*/*,$4197.51
"*, *, France",Male,*/*/*,$5362.26
"*, *, France",Male,*/*/*,$6856.56
"*, *, France",Male,*/*/*,$6223.79
"*, *, *",*,*/*/*,$2562.92
"*, *, *",*,*/*/*,$2981.49
"*, *, *",*,*/*/*,$7373.11
"*, *, *",*,*/*/*,$5871.22
"*, *, *",*,*/*/*,$7468.47
"*, *, *",*,*/*/*,$2385.96
"*, *, *",*,*/*/*,$4107.46
"*, *, *",*,*/*/*,$6749.86
"*, *, Mexico",Male,*/*/*,$1403.09
"*, *, Mexico",Male,*/*/*,$7517.14
"*, *, Mexico",Male,*/*/*,$1390.00
"*, *, Mexico",Male,*/*/*,$3209.90
"*, Île-de-France, France",Female,*/*/*,$5352.76
"*, Île-de-France, France",Female,*/*/*,$2561.84
"*, Île-de-France, France",Female,*/*/*,$4544.05
"*, Île-de-France, France",Female,*/*/*,$7474.04
"*, *, Sweden",*,*/*/*,$2587.45
"*, *, Sweden",*,*/*/*,$4615.15
"*, *, Sweden",*,*/*/*,$4348.19
"*, *, Sweden",*,*/*/*,$939.87
"*, *, France",*,*/*/*,$5736.48
"*, *, France",*,*/*/*,$3770.58
"*, *, France",*,*/*/*,$4468.57
"*, *, France",*,*/*/*,$1622.32
"*, *, France",*,*/*/*,$6749.04
"*, *, France",*,*/*/*,$5772.96
"*, *, France",*,*/*/*,$2942.07
"*, *, France",*,*/*/*,$5891.93
"*, *, Portugal",Female,*/*/*,$6154.03
"*, *, Portugal",Female,*/*/*,$6508.41
"*, *, Portugal",Female,*/*/*,$6184.82
"*, *, Portugal",Female,*/*/*,$1367.51
"*, *, United States",Male,*/*/*,$7890.52
"*, *, United States",Male,*/*/*,$6749.17
"*, *, United States",Male,*/*/*,$4260.81
"*, *, United States",Male,*/*/*,$5130.58
"*, *, Portugal",Female,*/*/*,$2320.29
"*, *, Portugal",Female,*/*/*,$4550.42
"*, *, Portugal",Female,*/*/*,$4052.82
"*, *, Portugal",Female,*/*/*,$3303.24
"*, *, Canada",Male,*/*/*,$4067.61
"*, *, Canada",Male,*/*/*,$5937.25
"*, *, Canada",Male,*/*/*,$3918.00
"*, *, Canada",Male,*/*/*,$5387.93
"*, *, Portugal",Male,*/*/*,$2558.30
"*, *, Portugal",Male,*/*/*,$2566.78
"*, *, Portugal",Male,*/*/*,$7189.04
"*, *, Portugal",Male,*/*/*,$2533.59
"*, Västra Götaland, Sweden",*,*/*/*,$5701.55
"*, Västra Götaland, Sweden",*,*/*/*,$4148.82
"*, Västra Götaland, Sweden",*,*/*/*,$1919.83
"*, Västra Götaland, Sweden",*,*/*/*,$5039.13
"*, *, *",Male,*/*/*,$4472.72
"*, *, *",Male,*/*/*,$6298.92
"*, *, *",Male,*/*/*,$7831.28
"*, *, *",Male,*/*/*,$1846.26
"*, *, Portugal",Female,*/*/*,$6545.90
"*, *, Portugal",Female,*/*/*,$2270.42
"*, *, Portugal",Female,*/*/*,$2880.77
"*, *, Portugal",Female,*/*/*,$7482.17
"*, *, United States",Female,*/*/*,$5196.14
"*, *, United States",Female,*/*/*,$3912.08
"*, *, United States",Female,*/*/*,$5116.24
"*, *, United States",Female,*/*/*,$1041.43
"*, *, *",Female,*/*/*,$1569.15
"*, *, *",Female,*/*/*,$1887.39
"*, *, *",Female,*/*/*,$3561.11
"*, *, *",Female,*/*/*,$7373.73
"*, *, United States",*,*/*/*,$5411.17
"*, *, United States",*,*/*/*,$1006.79
"*, *, United States",*,*/*/*,$1966.51
"*, *, United States",*,*/*/*,$7694.59
"*, *, *",Female,*/*/*,$1812.50
"*, *, *",Female,*/*/*,$1641.08
"*, *, *",Female,*/*/*,$1073.36
"*, *, *",Female,*/*/*,$5843.31
"*, *, Canada",Female,*/*/*,$2100.45
"*, *, Canada",Female,*/*/*,$1032.14
"*, *, Canada",Female,*/*/*,$5074.78
"*, *, Canada",Female,*/*/*,$1939.10
"*, *, Sweden",Male,*/*/*,$6525.63
"*, *, Sweden",Male,*/*/*,$2468.51
"*, *, Sweden",Male,*/*/*,$2789.50
"*, *, Sweden",Male,*/*/*,$5443.77
"*, *, France",Female,*/*/*,$1598.58
"*, *, France",Female,*/*/*,$4953.85
"*, *, France",Female,*/*/*,$6430.52
"*, *, France",Female,*/*/*,$1032.68
"*, *, Portugal",Female,*/*/*,$6296.35
"*, *, Portugal",Female,*/*/*,$4550.26
"*, *, Portugal",Female,*/*/*,$3567.38
"*, *, Portugal",Female,*/*/*,$7198.71
"*, *, France",Male,*/*/*,$1265.76
"*, *, France",Male,*/*/*,$3030.74
"*, *, France",Male,*/*/*,$4510.14
"*, *, France",Male,*/*/*,$6987.28
"*, *, *",Female,*/*/*,$6294.64
"*, *, *",Female,*/*/*,$3420.93
"*, *, *",Female,*/*/*,$2268.22
"*, *, *",Female,*/*/*,$5372.60
"*, *, *",*,*/*/*,$1876.11
"*, *, *",*,*/*/*,$7745.97
"*, *, *",*,*/*/*,$7782.63
"*, *, *",*,*/*/*,$7155.79
